file_id,aritfact_id,slug,img_key,document_type,is_journal_article,reason,is_csis
1517212,540429,transforming-health-systems-and-societies-by-investing-in-health-literacy-policy-and-strategy,artifacts/artifact/img/99efb359-e53b-4908-815a-fed3eee2d84d.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517229,540434,vazhnost-rannego-detskogo-vozrasta-dlia-obespecheniia-sotsialnoi-spravedlivosti-i-razvitiia-gramotnosti-v-voprosakh-zdorovia-na-vsekh-etapakh-zhizni,artifacts/artifact/img/616d559c-6585-4f25-b8cd-d96014830a62.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517232,540432,the-importance-of-early-childhood-in-addressing-equity-and-health-literacy-development-in-the-life-course,artifacts/artifact/img/1bb6e63a-0ed4-447c-9b19-32af256d6ef7.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517233,540440,eastern-mediterranean-health-journal,artifacts/artifact/img/0ae39437-6337-4c11-ba29-5df2641da08d.jpg,journal article,true,Contains journal title and academic formatting,false
1517237,540447,health-and-nutrition-literacy-levels-in-greek-adults-with-chronic-disease,artifacts/artifact/img/9aeeb88b-01b7-4213-898f-691a87d155b6.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517367,540575,20172018,artifacts/artifact/img/d0c9b0c2-9f0f-4b8a-87d4-32a4ab0fe6a8.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517373,540564,scaling-up-tuberculosis-research-in-the-who-european-region,artifacts/artifact/img/3ad3e76e-31f3-450f-809c-fced71dc9946.jpg,journal article,true,"Contains title, authors, and academic formatting",false
1517380,540579,a-cross-sectional-study-of-the-turnaround-time-of-armenias-national-tuberculosis-programme-laboratory-services-in-20172018,artifacts/artifact/img/ce80f571-fef5-4e7e-ae68-419a0ba0efc6.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517396,540586,nedostatochnye-mery-posleduiushchego-nabliudeniia-za-detmi-kontaktirovavshimi-s-bolnymi-tuberkulezom-v-tbilisi-gruziia,artifacts/artifact/img/09edfb7c-d584-4755-b0e3-f5dadb29cafc.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517397,540581,effectiveness-and-safety-of-bedaquiline-containing-regimens-among-adults-with-multidrug-or-extensively-drug-resistant-pulmonary-tb-in-belarus,artifacts/artifact/img/75d16363-9f6c-42c2-847f-a4646eb03bfc.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517398,540595,compliance-of-drug-resistant-tuberculosis-treatment-regimens-with-drug-susceptibility-testing-results-and-its-association-with-treatment-outcomes-in-georgia,artifacts/artifact/img/f9ffecaf-4e7a-484e-8100-274653c2edc6.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517401,540587,-2017,artifacts/artifact/img/9422d12b-6def-4d26-85bf-56958265b861.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517402,540588,effektivnost-i-bezopasnost-rezhimov-khimioterapii-soderzhashchikh-bedakvilin-u-vzroslykh-bolnykh-tuberkulezom-legkikh-s-mnozhestvennoi-ili-shirokoi-lekarstvennoi-ustoichivostiu-vozbuditelia-v-belarusi,artifacts/artifact/img/56dea0ad-d7a5-424b-ae1b-9fea456af203.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517407,540590,poor-follow-up-of-paediatric-tuberculosis-contacts-in-tbilisi-georgia,artifacts/artifact/img/4ba857b9-08d3-41a8-88b2-91405b83a336.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517415,540597,lost-to-follow-up-in-mdr-tb-patients-in-armenia-in-20132018,artifacts/artifact/img/84e4f638-5734-4563-bfa5-2345cf177e50.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517599,540710,the-action-network-on-measuring-population-and-organizational-health-literacy-m-pohl,artifacts/artifact/img/b39870b1-b575-4e0c-8741-bb2f3e8299b2.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517621,540738,european-health-information-initiative,artifacts/artifact/img/11b8918b-029f-4533-807d-56016aa4c587.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517774,540883,obuchenie-patsientov-i-podderzhka-navykov-samostoiatelnogo-vedeniia-khronicheskikh-zabolevanii,artifacts/artifact/img/8aacca93-6864-4033-a594-c814ecef878c.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517777,540887,patient-education-and-self-management-support-for-chronic-disease,artifacts/artifact/img/0399e38a-ea5d-4023-a4b1-1fbb43f10b29.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1517880,540951,public-health-panorama,artifacts/artifact/img/b07aa22c-4b49-444e-aedb-502b53c88e0b.jpg,journal article,true,"Contains title, authors, and academic formatting",false
1518213,541224,weekly-epidemiological-record-2018-vol,artifacts/artifact/img/fbdc68a5-71db-446f-a5b5-00c33fa93491.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518214,541245,global-routine-vaccination-coverage-2017,artifacts/artifact/img/35db0b32-6cfd-4381-9864-bd7b351c38a9.jpg,journal article,true,"Contains title, authors, and academic formatting",false
1518245,541263,update-on-vaccine-derived-polioviruses,artifacts/artifact/img/9a6516f9-5a84-4374-8e37-1b048086c7f9.jpg,journal article,true,"Contains title, authors, and academic formatting",false
1518251,541264,weekly-epidemiological-record-2018-vol,artifacts/artifact/img/11fdef72-e957-443b-a210-800dd56922f5.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518324,541354,health-promotion-and-the-agenda-for-sustainable-development-who-region-of-the-americas,artifacts/artifact/img/6658528a-583d-4339-b485-5f8d50232aa5.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518344,541353,global-leprosy-update-2017,artifacts/artifact/img/c5b676af-a286-4c85-a91b-d7697f61fb91.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518401,541430,weekly-epidemiological-record-2018-vol,artifacts/artifact/img/f0634c30-937e-492c-93c7-886a87128089.jpg,journal article,true,"Contains title, authors, and academic formatting",false
1518525,541557,building-a-global-atlas-of-zoonotic-viruses,artifacts/artifact/img/4d33b4e2-edc8-434f-a352-fd7987407e28.jpg,journal article,true,"Contains title, authors, and academic formatting",false
1518590,541622,antibiotic-distribution-channels-in-thailand,artifacts/artifact/img/19312654-d7b4-447b-8b46-647ab2662817.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518593,541608,smoking-behaviour-and-patterns-among-university-students-during-the-syrian-crisis,artifacts/artifact/img/df781f9c-c550-4fd1-8ddf-0b64f0151894.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518597,541611,nutrition-and-food-security-policy-in-the-islamic-republic-of-iran,artifacts/artifact/img/4c18b272-a47a-4171-8e3c-53c3ba8fa8f2.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518601,541610,integration-of-mental-health-into-primary-healthcare,artifacts/artifact/img/ada2c94f-8bab-4d51-bcb5-b6715d86fbc5.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518603,541614,causes-of-low-vision-and-blindness-in-a-turkish-adult-population,artifacts/artifact/img/56794eb4-1377-48be-8bc0-dda0399bf165.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518604,541626,surveillance-of-adverse-events-following-immunization-in-oman-2006-2015,artifacts/artifact/img/40dbeec5-dbce-41e7-bbe5-9ab138433989.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518611,541612,knowledge-and-practice-characteristics-of-pharmacists-in-qatar-towards-medication-use-in-pregnancy,artifacts/artifact/img/727541a9-506c-4bf0-9556-023783999a6d.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518612,541640,antibiotic-use-in-poultry,artifacts/artifact/img/c8e3fc77-77b2-4713-a4bf-25c7e605a09e.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518613,541609,health-risk-behaviours-of-palestinian-youth,artifacts/artifact/img/088cb3be-2319-4931-a829-3a93921e4411.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518614,541620,tobacco-smoking-in-egypt,artifacts/artifact/img/079814c2-5839-47ff-a5fb-e0dc9ae9ba32.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518618,541624,integration-of-mental-health-into-primary-health-care,artifacts/artifact/img/95a7857c-9f9b-42df-9730-358681312915.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518622,541623,the-environmental-health-nexuses-within-the-strategic-roadmap,artifacts/artifact/img/2a2bb63d-3404-4c00-955b-238ce2a53276.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518638,541642,the-trends-in-consumption-patterns-of-toothbrushes-and-toothpastes-in-lebanon,artifacts/artifact/img/bcf9c30b-94f3-4688-ada2-aee55f25b34d.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518640,541628,psychosocial-wellbeing-of-infertile-couples-in-jordan,artifacts/artifact/img/04941c6e-b283-4b69-853a-aedfa708be0b.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1518651,541641,health-research-institutional-mapping,artifacts/artifact/img/8fd5d491-f5bc-4634-ab59-2e2357a12361.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1519362,542366,eastern-mediterranean-health-journal,artifacts/artifact/img/e4ed5f2d-d47a-491b-ad3f-ee80230c9620.jpg,journal article,true,Contains journal name and academic formatting,false
1519374,542377,eastern-mediterranean-health-journal,artifacts/artifact/img/37efdf59-9f9d-4297-abe1-6f2b0136fcc7.jpg,journal article,true,Contains journal name and academic formatting,false
1519376,542381,eastern-mediterranean-health-journal,artifacts/artifact/img/1ff74b69-b64d-42bd-a8bb-d2e95a578961.jpg,journal article,true,Contains journal name and academic formatting,false
1519377,542374,eastern-mediterranean-health-journal,artifacts/artifact/img/9cf68bd1-7218-45c5-b0e8-266958a98462.jpg,journal article,true,Contains journal name and academic formatting,false
1519378,542368,eastern-mediterranean-health-journal,artifacts/artifact/img/e09d6dfe-fc44-4612-9a61-fe1649f5f1b7.jpg,journal article,true,Contains journal name and academic formatting,false
1519379,542382,eastern-mediterranean-health-journal,artifacts/artifact/img/a0da3d5a-6c3c-4b24-9bf2-caff6bf660cd.jpg,journal article,true,Contains journal name and academic formatting,false
1519382,542379,eastern-mediterranean-health-journal,artifacts/artifact/img/299a8e12-7d7d-43af-b912-3e0279ed9f78.jpg,journal article,true,Contains journal name and academic formatting,false
1519387,542384,eastern-mediterranean-health-journal,artifacts/artifact/img/4e392ff2-d14b-490a-a5fc-d5b9d3ece2b7.jpg,journal article,true,Contains journal name and academic formatting,false
1519846,542809,eastern-mediterranean-health-journal,artifacts/artifact/img/efbc0e9c-b192-4dcf-afff-68bcd9378f16.jpg,journal article,true,Contains journal name and academic formatting,false
1519854,542812,eastern-mediterranean-health-journal,artifacts/artifact/img/3228dbd9-b3ec-4dbc-af48-254d61279b9e.jpg,journal article,true,Contains journal name and academic formatting,false
1519855,542811,eastern-mediterranean-health-journal,artifacts/artifact/img/9d5c9307-22e1-41a3-8ec8-4591412ad4cc.jpg,journal article,true,Contains journal name and typical academic formatting,false
1519878,542844,who-drug-information-2018-vol,artifacts/artifact/img/355fb10c-fb37-4710-9e6d-77fc66c19c99.jpg,journal article,true,"Contains title, contents, and academic formatting",false
1519884,542847,medicines-use,artifacts/artifact/img/f25ef9f3-094c-4570-ab8d-d18756505656.jpg,journal article,true,"Contains title, authors, and academic formatting",false
1519913,542881,publications-and-events,artifacts/artifact/img/161787e1-1678-48b6-b7a2-67248e8659ac.jpg,journal article,true,"Contains title, authors, and academic formatting",false
1519933,542875,-,artifacts/artifact/img/a1337607-2f5d-4577-8389-8abb45176daa.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1519941,542903,innovation-in-health-care-for-proactive-care-delivery-and-strategic-clinical-decision-making,artifacts/artifact/img/71faaa6f-ed80-47a5-90c9-d4a45fbb6aa8.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1519942,542884,-,artifacts/artifact/img/319ac5fe-91e8-4926-a6d7-1a0a65c19010.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1519945,542893,-,artifacts/artifact/img/5cd84cc5-3252-445b-819c-a27c0fe51248.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1519961,542899,integratsiia-sluzhb-zdravookhraneniia-i-sotsialnogo-obespecheniia-v-finliandii,artifacts/artifact/img/ac635d30-5923-47c0-a675-1184c2d911e6.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1519989,542945,laboratory-core-capacities-to-be-improved-in-two-countries-of-central-asia-through-addressing-national-sample-referral-mechanisms,artifacts/artifact/img/acabb78c-3dcc-45d7-9271-fec971004bf3.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1519990,542944,ot-slov-k-delu,artifacts/artifact/img/57470de6-6a77-4bc6-bde5-f68959a8f2e2.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1520005,542969,povyshenie-osnovnogo-potentsiala-laboratorii-v-dvukh-stranakh-tsentralnoi-azii,artifacts/artifact/img/039e79d3-217f-4c84-b3ff-8e09d4c8630a.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1520027,542978,innovative-pandemic-influenza-preparedness-framework-paves-the-way-for-sustainable-improvements-to-pandemic-preparedness,artifacts/artifact/img/6cf59963-fc5f-4ffb-96b6-f0b8b55361e0.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1520039,542997,obedinenie-sektorov-pravitelstva-dlia-borby-s-neinfektsionnymi-zabolevaniiami,artifacts/artifact/img/d1b79a8a-3d78-4ec6-a012-d1f9636eba59.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1521013,543916,integrating-health-and-social-services-in-finland,artifacts/artifact/img/ff7cf578-db9f-4958-bcfb-898538bb354e.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1521027,543919,organization-of-access-to-primary-health-care-for-newly-arrived-refugees-in-germany,artifacts/artifact/img/9c95afb8-04f4-4f0e-89c6-fcd8f5dc95f3.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1521030,543922,developing-integration-around-primary-care,artifacts/artifact/img/7c5440e3-95fb-4538-80e5-671f7a011d2d.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1521042,543929,towards-evidence-informed-integration-of-public-health-and-primary-health-care,artifacts/artifact/img/0500e003-926d-4cf3-b354-150dba70e983.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1521871,544588,update-on-vaccine-derived-polioviruses-worldwide-january-2016june-2017,artifacts/artifact/img/ba1c28f1-44c3-4eae-92de-c071551763b2.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1521892,544586,weekly-epidemiological-record-2017-vol,artifacts/artifact/img/843b99b7-2a24-4a52-8b99-1b9aee5975ee.jpg,journal article,true,"Contains title, organization, and academic formatting",false
1522022,544727,weekly-epidemiological-record-2017-vol,artifacts/artifact/img/a935652a-9b18-474f-8be4-d5182e590ca5.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1522187,544890,virologic-monitoring-of-poliovirus-type-2-after-opv2-withdrawal-in-april-2016,artifacts/artifact/img/d65b69d1-3c17-4f6c-8396-3ac764fa3afa.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1522212,544911,progress-towards-measles-elimination,artifacts/artifact/img/5221baa8-c3f3-4674-a1dc-57ca279e342d.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1522301,544987,progress-in-promoting-data-sharing-in-public-health-emergencies,artifacts/artifact/img/b59388ca-46f0-4e66-be53-fe89f105b955.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1522359,545055,originalnoe-issledovanie,artifacts/artifact/img/5e20755a-2bbf-4418-a875-f6a86a3680ff.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1522361,545044,original-research,artifacts/artifact/img/179bec38-5bf7-494c-b616-c9815c56d70f.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1522581,545186,eastern-mediterranean-health-journal,artifacts/artifact/img/956b4fb8-7d2f-4304-a102-0c0ab6904293.jpg,journal article,true,Contains journal title and academic formatting,false
1522587,545193,eastern-mediterranean-health-journal,artifacts/artifact/img/0ce23e71-704f-4189-8d4c-7d0e799a3105.jpg,journal article,true,Contains journal title and academic formatting,false
1522599,545201,eastern-mediterranean-health-journal,artifacts/artifact/img/b649be14-163e-4f91-8641-19b18151630d.jpg,journal article,true,Contains journal title and issue information,false
1522607,545197,eastern-mediterranean-health-journal,artifacts/artifact/img/61044735-e187-4fda-8893-a25055da71d6.jpg,journal article,true,Contains journal name and typical academic cover layout,false
1522614,545198,eastern-mediterranean-health-journal,artifacts/artifact/img/d32fca7e-b23a-4bb8-9184-7ae80c9c12d3.jpg,journal article,true,Contains journal name and academic formatting,false
1523050,545577,publications-and-events,artifacts/artifact/img/cc8d5a42-132c-4db2-9ff2-8233315eae6f.jpg,journal article,true,"Contains title, volume, issue, and structured sections",false
1523103,545617,publications-and-events,artifacts/artifact/img/7d505587-62c3-499a-a639-a4610ccd1432.jpg,journal article,true,"Contains title, volume, issue number, and academic formatting",false
1523485,545900,the-contribution-of-ehealth-and-mhealth-to-improving-the-performance-of-the-health-workforce,artifacts/artifact/img/1b164b1b-2577-4203-863f-a3042d0dd215.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1523512,545923,health-risks-of-the-informal-waste-collecting-sector-in-countries-in-south-east-europe,artifacts/artifact/img/f27ed5ed-aacc-4e28-be08-18fb47c4a865.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1523640,546040,developing-a-structured-obesity-and-nutrition-training-programme-for-primary-care,artifacts/artifact/img/3196b221-ea91-4986-b044-d9ffba8c628f.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1523648,546046,-,artifacts/artifact/img/7aec4870-96cd-492c-ae1c-be3ce3cb31d3.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1523655,546048,-,artifacts/artifact/img/beb5441d-8412-4949-901e-fa42125583ab.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1523673,546069,vklad-elektronnogo-zdravookhraneniia-i-mobilnogo-zdravookhraneniia-v-povyshenie-proizvoditelnosti-truda-rabotnikov-zdravookhraneniia,artifacts/artifact/img/f300a8a3-fee8-403c-bb42-5e181a96edb5.jpg,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1594445,614228,investment-treaty-news-itn-volume-10-issue-2-june-2019,artifacts/artifact/img/0efa9e22-ef6f-4275-96ed-3d2c31fa7457.jpg,journal article,true,"Contains title, volume, issue number, and article summaries",false
1594454,614228,investment-treaty-news-itn-volume-10-issue-2-june-2019,artifacts/artifact/img/0efa9e22-ef6f-4275-96ed-3d2c31fa7457.jpg,journal article,true,"Contains title, issue, volume, and article summaries",false
1611529,630289,evidence-on-the-benefits-of-expanded-access-to-family-and-medical-leave,artifacts/file/img/4aac6aa8-f2a0-b985-bd8e-482de2cb1d79.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1611780,630392,homeowner-and-renter-experiences-of-material-hardship,artifacts/file/img/44fdfa87-2312-57e3-933e-04a6dfedffee.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1611820,630527,how-restricting-categorical-eligibility-for-snap-affects-access-to-free-school-meals,artifacts/file/img/f71ec643-64c0-4a71-230d-c825097bc991.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1611825,630584,how-households-with-seniors-and-adults-with-disabilities-are-affected-by-restricting-broad-based-categorical-eligibility-for-snap,artifacts/file/img/ddf24d86-42ec-bd5d-b964-043220749753.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1611876,630627,decomposing-trends-in-us,artifacts/file/img/c46a2f0d-c507-485b-cbc9-d01c66279f80.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1612040,630220,unemployment-health-insurance-and-the-covid-19-recession,artifacts/file/img/61aeb53d-9dcd-c136-0f40-2546f1a59519.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1612063,630804,toward-an-open-data-bias-assessment-tool,artifacts/file/img/0686526d-7ae9-1a38-2de8-7709455142ce.png,journal article,true,"Contains title, authors, and academic formatting",false
1612079,630819,apprenticeship-and-the-justice-system,artifacts/file/img/f0ea43a4-1586-8393-48e4-a466ef0c448a.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1612080,630823,implications-of-senate-bill-5526-for-employer-sponsored-insurance,artifacts/file/img/219023fc-a6c4-93e8-af35-f7e8ccb0e78d.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1612093,630816,womens-perceptions-of-timely-and-convenient-birth-control-access,artifacts/file/img/411f2050-e837-1e53-7c72-7581eb638465.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1612098,630824,rapid-growth-in-medicaid-spending-and-prescriptions-to-treat-opioid-use-disorder-and-opioid-overdose-from-2010-to-2017,artifacts/file/img/ce21447a-0e85-1aa3-90c5-5be2a21faa61.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1612179,630906,father-reentry-and-child-outcomes,artifacts/file/img/00d6c935-e52d-4ecc-cc16-1588afeb3f97.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1612497,631230,homeownership-and-the-american-dream,artifacts/file/img/8326120d-13aa-2ea2-fc64-28b556619645.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1612714,631432,assessing-food-insecurity-on-campus,artifacts/file/img/3ece3f1a-9d06-00fc-05ae-aff29119bc7b.png,journal article,true,"Contains title, authors, abstract, and academic formatting",false
1686763,813262,weekly-epidemiological-record-2020-vol,artifacts/artifact/img/e4002ec1-b56d-47dc-a5bc-93b2b9128fab.jpg,journal article,true,"Contains title, authors, and academic formatting",false
9323319,8401070,materials-chemistry-a,artifacts/file/img/bf903e2a13a97222fbad52ab597ce0d8.png,journal article,true,"Contains journal title, volume, issue, and academic formatting",true
9335312,8413063,testing-the-goodness-of-supplementary-feeding-to-enhance-population-viability-in-an-endangered-vulture,artifacts/file/img/e6152e03d0c35ce8d7604c314c6002ee.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9366910,8444669,insights-into-the-production-of-upgraded-biofuels-using-mg-loaded-mesoporous-zsm-5-zeolites,artifacts/file/img/17a8674d25d66ba2da21426706adc9fd.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9369312,8447145,physics-letters-b,artifacts/file/img/7a0aaac672edad443690ec95ab76d11d.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9376773,8454719,intraseasonal-variability-of-the-zonal-mean-extratropical-tropopause,artifacts/file/img/89229a5248b7a7bea2f8517f5b9b89be.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9410058,8487993,biliquid-supercapacitors,artifacts/file/img/70a57044d194c64086f73cc32e8b6dee.png,journal article,true,"Contains title, authors, affiliations, and academic formatting",true
9411192,8489126,glucagonregulationofoxidativephosphorylationrequires-anincreaseinmatrixadeninenucleotidecontentthrough-ca-2-activationofthemitochondrialatp-mgp-i-carrier-scamc-3,artifacts/file/img/68e82bb3ed7c68386a2234894b266a38.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9437155,8515176,desmophyllum-dianthus-esper-1794-in-the-scleractinian-phylogeny-and-its-intraspecific-diversity,artifacts/file/img/75488e2e6fa69c70e3e6c9f3cf540462.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9461560,8537047,original-article,artifacts/file/img/90b1987f44ef9eeea9ed8955ce05d03f.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9493626,8562891,molecules-synthesis-immobilization-and-catalytic-activity-of-a-copperii-complex-with-a-chiral-bisoxazoline,artifacts/file/img/23fad6373baf2d945d43d8037cf82ba9.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9529318,8598584,bacterial-population-control-with-macroscopic-hkust-crystals,artifacts/file/img/1bdcf02f742e9caca973e6feee91754f.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9534792,8604058,perfect-imaging-epsilon-near-zero-phenomena-and-waveguiding-in-the-scope-of-nonlocal-effects,artifacts/file/img/7f646bb3e6b056b71bf68c7f8dc6d92d.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9558974,8628240,estudio-sobre-discomycetes-operculados,artifacts/file/img/98db1c048004ca8b234986b2d4bbaedd.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9609645,8679628,astronomy-astrophysics,artifacts/file/img/54be9b2e21200c6138d904e40b72bb6c.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9617846,8687887,analisis-de-ciclo-de-vida-comparativo-de-sistemas-power-to-methane-con-co-proveniente-de-centrales-termicas-convencionales-y-con-transportadores-de-oxigeno,artifacts/file/img/31fc2a2a61b8b15dc28e0cd81f6cfd66.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9642109,8712153,finite-conductivity-effects-in-electrostatic-force-microscopy-on-thin-dielectric-films,artifacts/file/img/4cecf21eeec3692060afbe9e1fba197d.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9661324,8731412,fissions-fusions-and-translocations-shaped-the-karyotype-and-multiple-sex,artifacts/file/img/cee9b0e400db4e32dbcc853065784e09.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9921804,9032750,centaurea-acrocentroides,artifacts/file/img/4685d8a00c3d847721b24923fd4ca56f.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9933330,9044276,numerical-and-experimental-evaluation-of-a-cfrp-fatigue-strengthening-for-stringer-floor-beam-connections-in-a-19th-century-riveted-railway-bridge,artifacts/file/img/7f4fff52fe488d3a49f95228d4c1d6b3.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9955336,9066284,oxylipins-in-moss-development-and-defense,artifacts/file/img/03818275dfad1c005790bb91b51d6820.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9959480,9070428,low-lying-excitations-in-ni,artifacts/file/img/2e4fdcfddcf9962041e4c1597e554556.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9979010,9089958,defect-tolerant-perovskite-solar-cells-from-blade-coated-non-toxic-solvents,artifacts/file/img/35dae45bc1a2db98781210baee55735b.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
9999245,9110195,elites-de-poder-redes-nobiliarias-y-monarquia-en,artifacts/file/img/0c0a19a4daac6490b507c39fc4b31a9f.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
10003141,9114091,catequesis-y-ensenanza-doctrinal-en-la,artifacts/file/img/7e95316f6e935175eb3155607ef9ee83.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
10005413,9116363,brain-behavior-and-immunity,artifacts/file/img/ae0688023c65951ee2344d0e014b81aa.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
10020479,9131429,coxiella-burnetii-cervus-elaphus,artifacts/file/img/20d3e6dbd761ba80850e6d5902f0a8bd.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
10024381,9135332,performanceofupstreaminteractionregion-detectorsforthefirstexperimentatgsi-2012-jinst-7-p02006,artifacts/file/img/5fef5308000760844cfded6c1c73108c.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
10046639,9157620,hybrid-gait-training-with-an-overground-robot-for-people-with-incomplete-spinal-cord-injury,artifacts/file/img/fe98a7f325c11aee526ae0d73de6799c.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
10046717,9157698,distribution-potencial-habitat-breeding-population-conservation-status-of-rock-ptarmigan-lagopus-muta,artifacts/file/img/d596e436a620e9da82cc251d11ed36e9.png,journal article,true,"Contains title, authors, abstract, and academic formatting",true
